condition,search_location_city,base_price,local_pick_up,free_shipping,price,title,listing_type_id,accepts_mercadopago,international_delivery_mode,sold_quantity,available_quantity,buying_mode,automatic_relist,condition,dia_start,mes_start,año_start,dia_stop,mes_stop
new,Capital Federal,19500.0,False,False,19500.0,Yamaha Mg20xu Consola De 20 Canales,bronze,True,none,0,1,buy_it_now,False,new,11,10,2015,10,12
new,Capital Federal,379.99,True,False,379.99,Mixer Consola 4 Canales P/ Microfonos Apto Publicidad Luxell,silver,True,none,9,6,buy_it_now,False,new,24,8,2015,23,10
used,Luján,12000.0,True,False,12000.0,"Ropero En Roble ,todo Madera.",silver,True,none,0,1,buy_it_now,False,used,6,9,2015,5,11
used,Capital Federal,450.0,True,False,450.0,Campera Coral Jazmin Chebar,silver,True,none,0,1,buy_it_now,True,used,7,10,2015,6,12
new,Capital Federal,599.99,True,False,599.99,Libro La Murga Porteña Nuevo Original Sm,bronze,True,none,0,1,buy_it_now,False,new,2,9,2015,1,11
used,Capital Federal,6999.0,True,False,6999.0,Iphone 5s 16gb Libre De Fabrica Como Nuevo Impecable.,bronze,True,none,1,1,buy_it_now,False,used,3,10,2015,5,12
used,Capital Federal,40.0,False,False,40.0,"Impostergable.  Carnevale, Jorge",bronze,True,none,0,1,buy_it_now,False,used,10,9,2015,9,11
new,Capital Federal,269.99,True,True,269.99,Batería Original Samsung Galaxy S Advance I9070 Envios Moto,gold,True,none,14,6,buy_it_now,False,new,4,10,2015,3,12
used,Capital Federal,39.99,True,False,39.99,El Profeta Khalil Gibran Editorial Andrómeda Libro Envíos,free,True,none,0,1,buy_it_now,False,used,2,9,2015,1,11
used,Capital Federal,50.0,False,False,50.0,Der Wunderdoktor Roth,bronze,True,none,0,1,buy_it_now,False,used,5,10,2015,4,12
used,Bragado,42.11,False,False,42.11,Revista Grafico 3543 Casella Lopez Arsenal Estudiantes Boca,bronze,True,none,0,1,buy_it_now,False,used,10,10,2015,9,12
new,Capital Federal,250.0,False,False,250.0,Carcasas Personalizadas Iphone 4/4s,bronze,True,none,0,1,buy_it_now,False,new,8,9,2015,7,11
used,Quilmes,3000.0,True,False,3000.0,"Mueble Esquinero, Cristalero, Baiud De Cedro Maciso",free,True,none,0,1,buy_it_now,False,used,3,10,2015,2,12
new,Córdoba,1249.99,True,True,1249.99,Vinilo Mural Mapamundi Fotomural Mapas Del Mundo Gigantes,silver,True,none,3,2,buy_it_now,False,new,24,9,2015,23,11
new,Capital Federal,30.0,False,False,30.0,Llavero De Card Captor Sakura - Sakura Y Shaoran Anime Unico,bronze,True,none,1,1,buy_it_now,False,new,30,9,2015,29,11
new,Pilar,150.0,False,False,150.0,Motor De Cuadri. Drone Syma X5c Cable Azul Y Rojo Horario !,silver,True,none,8,2,buy_it_now,False,new,19,9,2015,18,11
new,Capital Federal,65.0,True,False,65.0,Aros Cubanos Grandes Cuadrados Con Perlitas.,bronze,True,none,0,1,buy_it_now,False,new,12,9,2015,11,11
new,Capital Federal,2993.07,True,False,2993.07,Meinl Hcaj2cf Cajon Grande Flamenco Peruano Corcho Bordona,bronze,True,none,0,999,buy_it_now,False,new,13,10,2015,12,12
used,Capital Federal,1000.0,True,False,1000.0,Cartera - Sobre De Fiesta Antiguo (ppios Del Siglo 20),bronze,True,none,0,1,buy_it_now,False,used,8,9,2015,7,11
used,La Plata,250.0,True,False,250.0,Antigua Botella De Ginebra Bols,bronze,True,none,0,1,buy_it_now,False,used,12,10,2015,11,12
new,Quilmes,3500.0,True,False,3500.0,Camperas En Cuero De Oveja -colores Varios-talles S-m-l-xl,free,True,none,0,1,buy_it_now,False,new,25,9,2015,24,11
used,Capital Federal,50.0,True,False,50.0,Progreso. El País De Los Soviets.,free,True,none,0,1,buy_it_now,False,used,15,9,2015,14,11
new,Capital Federal,494.99,True,True,494.99,Aro Collar Bijoux Swatch Jer012 Jpr015 Glamorous Swarovski,gold_special,True,none,4,2,buy_it_now,True,new,30,7,2015,22,11
new,Capital Federal,7500.0,True,False,7500.0,Maquina De Coser Overlock Industrial 3 Hilos ! Sin Uso !,free,True,none,0,1,buy_it_now,False,new,16,9,2015,15,11
used,Capital Federal,50.0,True,False,50.0,Pequeño Teatro. Ana María Matute,free,True,none,0,1,buy_it_now,False,used,18,8,2015,17,10
used,Capital Federal,50.0,True,False,50.0,Curso De Motores De Explosion. Lorenzo Dupin,bronze,True,none,1,1,buy_it_now,False,used,17,9,2015,16,11
new,Capital Federal,50.0,True,False,50.0,Mouse Noganet Ps2 En Blister Cerrado,bronze,True,none,0,1,buy_it_now,False,new,6,10,2015,5,12
new,,100.0,False,False,100.0,Todo Tejidos,free,True,none,0,1,buy_it_now,False,new,6,10,2015,5,12
used,Quilmes,35.0,True,False,35.0,Raro Pin Distintivo Virgen De Lujan Sobre Cruz 1950s Alfiler,free,True,none,0,1,buy_it_now,False,used,23,9,2015,22,11
used,Lanús,110.0,True,False,110.0,Arboles De Ornamento-roy Lancaster-valencia-año 1976,bronze,True,none,0,1,buy_it_now,False,used,24,8,2015,23,10
new,Capital Federal,49.2,True,False,49.2,Cd Los Panchos Solo Lo Mejor De Latin Music Brokers,bronze,True,none,0,123,buy_it_now,False,new,27,8,2015,26,10
new,Capital Federal,129.99,True,False,129.99,Guantes Protecciones Monster Medio Dedo Cross - Sti Motos,gold,True,none,3,9,buy_it_now,False,new,9,9,2015,8,11
new,Capital Federal,25.0,True,False,25.0,Llavero Camiseta Acrilico De Almirante Brown,bronze,True,none,0,1,buy_it_now,False,new,19,8,2015,18,10
used,Capital Federal,60.0,True,False,60.0,Lote De Almanaques De  Paisajes De Los 80,free,True,none,0,1,buy_it_now,False,used,13,10,2015,12,12
new,Avellaneda,350.0,True,False,350.0,"Cargador Fuente Original Hp 19v 4,74a 90w Pin Grueso Compaq",bronze,True,none,0,3,buy_it_now,False,new,29,8,2015,28,10
used,Morón,24900.0,False,False,24900.0,Oficinas Y Consultorios Moron Centro En Alquiler,gold,False,none,0,1,classified,False,used,10,9,2015,9,11
new,Morón,5990.0,True,False,5990.0,"Jarrón Grande En Venecitas 80x55cm, Unica Pieza, Decoracion",bronze,True,none,0,1,buy_it_now,False,new,11,10,2015,10,12
new,Capital Federal,334.37,True,False,334.37,Medios De Pago. Guía Del Usuario. Tipos. Medios. Aplazamient,bronze,True,none,0,2,buy_it_now,False,new,15,9,2015,14,11
new,Capital Federal,900.0,True,False,900.0,Cuadro Paisaje De Venecia Impreso En Canvas/bastidor 95x76,bronze,True,none,0,10,buy_it_now,False,new,8,10,2015,7,12
new,La Matanza,408.75,True,False,408.75,Amortiguador Monroe Chevrolet Corsa 2 Trasero,gold_special,True,none,0,10,buy_it_now,True,new,29,9,2015,28,11
new,Capital Federal,3488.0,True,True,3488.0,Kit X2 Amortiguador Trasero Monroe Bmw Coupe 330 Ci 00,gold_special,True,none,0,10,buy_it_now,True,new,12,10,2015,11,12
new,Capital Federal,50.0,True,False,50.0,Ecuador - Hoja Block Instituto Geografico Militar-quito 1990,bronze,True,none,0,1,buy_it_now,False,new,17,9,2015,16,11
new,San Isidro,15000.0,False,False,15000.0,Hermosa Escultura Hierro Mesa Con Fogon Escena Animales Ver!,bronze,True,none,0,1,buy_it_now,False,new,15,9,2015,14,11
used,Rosario,40.0,True,False,40.0,Revista / Patoruzito / N° 287 / Mayo 1951,bronze,True,none,0,1,buy_it_now,False,used,21,8,2015,20,10
used,Capital Federal,180.0,True,False,180.0,28 Artistas - Galeria Mer - Kup Aniversario,bronze,True,none,0,1,buy_it_now,False,used,30,8,2015,29,10
new,Avellaneda,195.0,True,False,195.0,Gargantillas 2015,bronze,True,none,0,2,buy_it_now,False,new,31,8,2015,30,10
new,Capital Federal,950.0,True,False,950.0,Nina Ricci L'extase,bronze,True,none,0,1,buy_it_now,False,new,14,10,2015,13,12
new,Capital Federal,35.0,True,False,35.0,Lector De Memoria Usb 2.0 Sd Mmc Micro Sd Sdc Tipo Pendrive,gold,True,none,67,3,buy_it_now,True,new,7,9,2015,6,11
used,Mar del Plata,60.0,True,False,60.0,El Arcon Antiguo Soporte De Bronce Para Vaso Copa 19067,bronze,True,none,0,1,buy_it_now,False,used,28,8,2015,27,10
new,Capital Federal,319.0,True,False,319.0,Lágrimas De La Revolución - Graciela Ramos - Ed. Suma,bronze,True,none,0,2,buy_it_now,False,new,7,9,2015,6,11
new,Almirante Brown,580.0,True,False,580.0,Guardabarro Delantero Renault 12 Modelo Viejo,bronze,True,none,0,10,buy_it_now,False,new,30,9,2015,29,11
new,Avellaneda,390.0,True,False,390.0,Vidrio Pantalla Nokia 1020,free,True,none,0,1,buy_it_now,False,new,4,9,2015,3,11
new,Lanús,580.0,True,False,580.0,Trench Con Abrigo,bronze,True,none,32,98,buy_it_now,False,new,4,9,2015,3,11
new,Lanús,1999.99,True,False,1999.99,"Nike Air Max 90 Talle 41,5 (us 9,5) (cm 27,5) (eur 43) 1282",silver,True,none,0,1,buy_it_now,False,new,23,8,2015,22,10
used,Córdoba,780.0,True,False,780.0,Lijadora Neumática Orbital 89mmx165mm 90 Psi 8000rpm Impec.,free,True,none,0,1,buy_it_now,False,used,5,10,2015,4,12
new,Lanús,550.0,True,False,550.0,Jean Rapsodia Azul Intenso,bronze,True,none,0,10,buy_it_now,False,new,6,10,2015,5,12
new,Capital Federal,799.99,True,True,799.99,Kit De Cables Boss Kit 10 4 Gauges Potencias Hasta 5000w,silver,True,none,4,6,buy_it_now,False,new,30,9,2015,29,11
new,Capital Federal,29.99,False,False,29.99,Libro Digital Mientras Pueda Pensarte Inma Chacón,bronze,True,none,0,10,buy_it_now,False,new,21,8,2015,20,10
used,Capital Federal,5330000.0,False,False,5330000.0,Casaquinta En Parque Leloir Con Pileta Y Excelente Arboleda,free,False,none,0,1,classified,False,used,20,9,2015,20,10
new,San Fernando,1050.0,True,False,1050.0,Auriculares Aerial Chopper 2 Soldier- Fervanero,silver,True,none,0,2,buy_it_now,False,new,11,10,2015,10,12
new,Capital Federal,74.8,True,False,74.8,Cd Memin Y Su Grupo Caracol 15 Aniversario Tropical Pro Com,bronze,True,none,0,123,buy_it_now,False,new,27,8,2015,26,10
new,Villa María,2814.11,True,False,2814.11,Paragolpe Orion 95/96 Delantero S/faros Gris Mundoplast,bronze,True,none,0,1,buy_it_now,False,new,8,10,2015,7,12
new,Capital Federal,600.0,True,False,600.0,Vestido Irregular Lentejuelas,bronze,True,none,0,1,buy_it_now,False,new,24,9,2015,23,11
new,Capital Federal,943.75,True,False,943.75,El Orden Psicosomático. Los Movimientos Individuales De Vida,bronze,True,none,0,2,buy_it_now,False,new,18,9,2015,17,11
new,Tigre,30.0,True,False,30.0,Cajas De Te,gold,True,none,1,9,buy_it_now,False,new,22,9,2015,21,11
new,Pilar,440000.0,False,False,440000.0,Venta - Casas - Ayres Del Pilar Barrio Cerrado 100 - Pilar,silver,False,none,0,1,classified,False,new,15,10,2015,13,11
new,Capital Federal,95.0,True,False,95.0,"Crema No Lactea, Imitación Chantilly X 4,5kg",bronze,True,none,0,1,buy_it_now,False,new,9,10,2015,8,12
new,Capital Federal,112.96,True,False,112.96,Cd Osvaldo Pugliese Coleccion Tango Universal,bronze,True,none,0,123,buy_it_now,False,new,27,8,2015,26,10
used,Lomas de Zamora,600.0,False,False,600.0,Colchón De Resortes. 2 Plazas. Buen Estado,free,True,none,0,1,buy_it_now,False,used,16,9,2015,15,11
used,Capital Federal,280.0,True,False,280.0,Pier Paolo Pasolini - Las Cenizas De Gramsci - Visor 1975,bronze,True,none,0,1,buy_it_now,False,used,13,10,2015,12,12
new,Capital Federal,5000.0,True,False,5000.0,Pelican 1400nf Case Without Foam (orange),bronze,True,none,0,10,buy_it_now,False,new,12,10,2015,11,12
used,Capital Federal,18000.0,True,False,18000.0,Guitarra Hamer Usa Diablo 2  Dimarzio Floyd Rose Impecable,silver,True,none,0,1,buy_it_now,False,used,29,9,2015,28,11
used,General San Martín,6500.0,True,False,6500.0,Divisor Semi Universal H= 150 C/contrapunta Y Discos Divisor,free,True,none,0,1,buy_it_now,False,used,15,9,2015,14,11
new,,395000.0,False,False,395000.0,Casa En Steel Frame Premium,silver,False,none,0,1,classified,False,new,8,4,2015,12,11
used,,240.0,False,False,240.0,Los Juglares - Los Juglares - Vinilo,bronze,True,none,0,1,buy_it_now,False,used,21,9,2015,20,11
used,Rosario,550.0,True,False,550.0,Cuchillo Sellado Antiguo,bronze,True,none,0,1,buy_it_now,False,used,22,9,2015,21,11
used,Capital Federal,69.99,True,False,69.99,Cartera Mujer Cuero Vacuno Bandolera!!!!!!!!!!!!!,bronze,True,none,0,1,buy_it_now,False,used,15,9,2015,14,11
new,Capital Federal,134.9,True,False,134.9,Hub Usb 8 Puertos Multiplicador Extension Hi-speed Usb 2.0,silver,True,none,1,4,buy_it_now,False,new,23,9,2015,22,11
used,Capital Federal,79.99,True,False,79.99,Un Hombre Llamado Fidel Castro.,free,True,none,0,1,buy_it_now,False,used,1,9,2015,31,10
used,Capital Federal,70.0,False,False,70.0,American Inside Out (portada Violeta) - Workbook Advanced B,bronze,True,none,0,1,buy_it_now,False,used,25,8,2015,24,10
new,Capital Federal,199.99,True,False,199.99,Henry Hugglemonster Blister X4 Muñecos Summer Adorno Torta,bronze,True,none,1,9,buy_it_now,False,new,21,9,2015,20,11
new,Almirante Brown,420.0,True,False,420.0,Buzos Algodon Frizado Con Capucha S A Xl $ 420,bronze,True,none,0,3,buy_it_now,False,new,25,8,2015,24,10
used,Capital Federal,500.0,True,False,500.0,Juego Sega Genesis- Vr Troopers- Original S E G A Sellado,free,True,none,0,1,buy_it_now,False,used,11,10,2015,10,12
used,Capital Federal,150.0,False,False,150.0,Quimica General Jerome Rosenberg,bronze,True,none,0,1,buy_it_now,False,used,3,10,2015,2,12
used,Almirante Brown,800.0,True,False,800.0,Lote De 2 Fisher Price Castillo Casa En Muy Buenas Condicion,bronze,True,none,0,1,buy_it_now,False,used,29,9,2015,28,11
used,Capital Federal,55.0,True,False,55.0,Cuadernos De Cultura Pintores Abstractos Arte Juan Marinelo,bronze,True,none,0,1,buy_it_now,False,used,29,8,2015,28,10
used,Bahía Blanca,950.0,True,False,950.0,Antiguo Juego De Licorera Vidrio C/4 Copas,free,True,none,0,1,buy_it_now,False,used,25,8,2015,24,10
used,Vicente López,13990.0,True,False,13990.0,Trompeta Yamaha Profesional 5325 C/nueva +estuch +boq +gtia,free,True,none,0,1,buy_it_now,False,used,14,8,2015,23,10
used,Capital Federal,40.2,True,False,40.2,La Volonté Du Bonheur - Jules Case,free,True,none,0,1,buy_it_now,False,used,15,9,2015,14,11
new,Florencio Varela,778.7,False,False,778.7,Resina :: Ju-87 Stuka Update 1/48 :: Verlinden,bronze,True,none,0,3,buy_it_now,False,new,27,8,2015,26,10
used,Vicente López,120.0,True,False,120.0,Ringo Starr / Y Not,bronze,True,none,0,1,buy_it_now,False,used,12,9,2015,11,11
used,Capital Federal,75.0,True,False,75.0,Majorette Peugeot Bipper/fiat Qubo Suelto Escala 1/64,free,True,none,0,1,buy_it_now,False,used,12,10,2015,11,12
used,Capital Federal,50.0,True,False,50.0,La Hoja Voladora _ Jose Pedroni - Eudeba,free,True,none,0,1,buy_it_now,False,used,24,8,2015,23,10
new,Capital Federal,300.0,False,False,300.0,8563-perspectivas De La Economia Mundial Reanudacion,bronze,True,none,0,1,buy_it_now,False,new,25,9,2015,24,11
new,Tres de febrero,105.0,True,False,105.0,Mas Gente Tóxica Bernardo Stamateas,bronze,True,none,1,1,buy_it_now,False,new,12,10,2015,11,12
new,Azul,45.0,True,False,45.0,Carcasa Tapas Nokia 2650 Azul Y Rosa,bronze,True,none,0,2,buy_it_now,False,new,22,9,2015,21,11
new,Capital Federal,250.0,True,False,250.0,Vigilar Y Castigar - Foucault,bronze,True,none,0,1,buy_it_now,False,new,19,8,2015,18,10
new,Capital Federal,200.0,True,False,200.0,Sambuca Italiano  Impero X 700 Cc 38 %,bronze,True,none,0,2,buy_it_now,False,new,3,9,2015,2,11
used,Capital Federal,1200.0,True,False,1200.0,Tándem Sillas Mesa Ratona Vintage Retro Eames 60s 70s,free,True,none,0,1,buy_it_now,False,used,3,9,2015,2,11
used,Capital Federal,200.0,True,False,200.0,Hans Rosenkranz: Ferdinand Graf Von Zeppelín: Die Geschichte,bronze,True,none,0,1,buy_it_now,False,used,19,9,2015,18,11
new,Capital Federal,100.0,True,False,100.0,Hotwheels 62 Custom Chevy 2015 1/64,bronze,True,none,0,1,buy_it_now,False,new,9,9,2015,8,11
used,San Isidro,250.0,True,False,250.0,Vestido Negro Mariyn T M.envios,free,True,none,0,1,buy_it_now,False,used,2,10,2015,1,12
new,La Matanza,487.5,False,True,487.5,2012 Y Despues Que? De Cooper Diana,bronze,True,none,0,1,buy_it_now,False,new,23,9,2015,22,11
used,Capital Federal,180.0,True,False,180.0,Peter Gabriel,bronze,True,none,0,1,buy_it_now,False,used,4,9,2015,3,11
used,,95000.0,False,False,95000.0,Vendo Citroen Berlingo 2006 Con Nafta Y Gnc Muy Economica!!!,silver,False,none,0,1,classified,False,used,24,9,2015,23,11
new,Capital Federal,789.99,True,True,789.99,Tijera Peluqueria Filo Navaja  6 Cobalto Sensei Japan Corte,gold,True,none,3,1,buy_it_now,False,new,18,9,2015,17,11
used,Capital Federal,700.0,True,False,700.0,Dermatología En Med. Interna. Woscoff. Allevato,free,True,none,0,1,buy_it_now,False,used,8,10,2015,7,12
used,Capital Federal,40.0,False,False,40.0,Jose Carreras Autobiografia Cantar Con El Alma,bronze,True,none,0,1,buy_it_now,False,used,17,9,2015,16,11
new,Capital Federal,320.0,True,False,320.0,Combo Ben 10,bronze,True,none,0,1,buy_it_now,False,new,29,8,2015,28,10
used,,260.0,True,False,260.0,Pepe Muleiro - Los Mejores Chistes Del Siglo. Tomo 1 Y 2,free,True,none,0,1,buy_it_now,False,used,12,10,2015,11,12
new,Capital Federal,220.0,True,False,220.0,Figura Plomo Dc Aguilar #72 Hombre Plástico Comic Marvel,bronze,True,none,0,1,buy_it_now,False,new,24,8,2015,23,10
new,Capital Federal,500.0,True,False,500.0,Whisky Jim Beam White Litro En Palermo,bronze,True,none,1,1,buy_it_now,False,new,14,9,2015,13,11
new,La Plata,650.0,True,False,650.0,Short Originals White Smoke  Rita Ora,bronze,True,none,0,1,buy_it_now,False,new,11,10,2015,10,12
used,,18000.0,True,False,18000.0,Camara Frigorifica Funcionando,free,True,none,0,1,buy_it_now,False,used,20,9,2015,19,11
used,Capital Federal,100.0,False,False,100.0,Velador Antiguo,bronze,True,none,0,1,buy_it_now,False,used,15,9,2015,14,11
new,Capital Federal,880.0,True,False,880.0,Parrilla Renault Fuego Gtx  2.2 88,bronze,True,none,14,8,buy_it_now,False,new,28,9,2015,27,11
new,Merlo,190.0,True,False,190.0,Zocalo Renault R12  Der Y Izq,bronze,True,none,0,10,buy_it_now,False,new,1,10,2015,30,11
used,Capital Federal,50.0,True,False,50.0,Gente N°1484*31-12-1993**valeria Mazza*claudia Schiffer,bronze,True,none,0,1,buy_it_now,False,used,10,9,2015,9,11
used,Capital Federal,139.99,True,False,139.99,Emma Shapplin El Concierto De Caesarea Dvd,free,True,none,0,1,buy_it_now,False,used,25,9,2015,24,11
new,Capital Federal,165.0,True,False,165.0,Se Me Ha Perdido Una Cancion - Fer Gril -nuevo Cd #db3,bronze,True,none,0,1,buy_it_now,False,new,25,9,2015,24,11
new,La Matanza,300.0,True,False,300.0,Cuadros Ilustraciones Decoración,silver,True,none,0,1,buy_it_now,False,new,3,10,2015,2,12
new,Capital Federal,399.0,True,False,399.0,Estuche Funda Con Teclado Y Làpiz Para Tablet,bronze,True,none,0,1,buy_it_now,False,new,10,9,2015,9,11
used,Capital Federal,80.0,True,False,80.0,Química Orgánica Fundamental - Fieser Fieser  - 3792,bronze,True,none,0,1,buy_it_now,False,used,11,9,2015,10,11
used,Capital Federal,70.0,True,False,70.0,Dionisio Petriella: Vida De Garibaldi,bronze,True,none,0,1,buy_it_now,False,used,16,9,2015,15,11
new,Tres de febrero,2070.0,True,False,2070.0,Bobina Seca Peugeot / Citroen  Sagem Ficha Negra,bronze,True,none,0,10,buy_it_now,False,new,2,9,2015,1,11
new,Rosario,2750.0,False,False,2750.0,Sube Y Baja De Madera Crucijuegos,bronze,True,none,0,10,buy_it_now,False,new,1,9,2015,31,10
new,Córdoba,599.0,False,False,599.0,Apple Powermac G5 Nvidia 6600le 256mb Pci-e Dvi/dv  631-0063,bronze,True,none,0,1,buy_it_now,False,new,18,8,2015,17,10
used,,35.0,True,False,35.0,"Lote Muñecos Mc Donalds (batman. Picapiedras, Spiderman Y +)",free,True,none,0,1,buy_it_now,False,used,2,10,2015,1,12
used,Capital Federal,70.0,True,False,70.0,Abanico De Madera Balsa,bronze,True,none,0,1,buy_it_now,False,used,4,10,2015,3,12
used,Mar del Plata,180.0,True,False,180.0,Instrumentos Musicales Etnograficos Y Folkloricos Argentina,bronze,True,none,0,1,buy_it_now,False,used,23,9,2015,22,11
used,Capital Federal,80.0,False,False,80.0,Foto Malamud 1944 Miramar Postal Antigua Circulada,bronze,True,none,0,1,buy_it_now,False,used,10,9,2015,9,11
used,Capital Federal,40.0,True,False,40.0,Plato Resina Imitacion Hueso Con Imagen Gauchesca,bronze,True,none,0,1,buy_it_now,False,used,25,9,2015,24,11
used,Capital Federal,120.0,True,False,120.0,"Cable 25 Hilos 3,50 Mts De Largo Centro",free,True,none,0,4,buy_it_now,False,used,17,8,2015,16,10
used,Capital Federal,100.0,True,False,100.0,Dance Sessions - Cd 2 Unlimited Ziggy Marley Zapato Veloz,bronze,True,none,0,1,buy_it_now,False,used,16,9,2015,15,11
new,Vicente López,2400.0,True,False,2400.0,Contador Dig. Xc22b 4 Dig C/predeterminacion 2 Reles  72x72,bronze,True,none,0,3,buy_it_now,True,new,9,9,2015,8,11
new,Capital Federal,294.87,True,False,294.87,Cargador Sony Np-bd1 Np-fd1 Np-ft1 Dsc-p150lj / Dscp150lj /,bronze,True,none,0,10,buy_it_now,False,new,25,9,2015,24,11
new,Capital Federal,911.99,True,False,911.99,Amortiguador Fric Rot Seat Cordoba '94 Delantero,bronze,True,none,0,20,buy_it_now,False,new,6,10,2015,5,12
new,Capital Federal,517.0,True,False,517.0,"Comportamiento Organizacional  - Robbins, S -nuevo- #di16",bronze,True,none,0,2,buy_it_now,False,new,9,10,2015,8,12
new,Lomas de Zamora,1999.0,False,False,1999.0,Banqueta Taburete Regulable Bar Desayunador Mod Zool,silver,True,none,1,1,buy_it_now,False,new,28,9,2015,27,11
new,Capital Federal,60.0,False,False,60.0,Figuras En Goma Eva Y Centros De Mesa,free,True,none,0,1,buy_it_now,False,new,16,9,2015,15,11
new,,55.0,True,False,55.0,Volante Cocina E.de Lujo Art.01581/8 Antiguo C/fleje Hnlla.,bronze,True,none,0,1,buy_it_now,False,new,18,9,2015,17,11
new,Capital Federal,79.98,True,False,79.98,Dvd Danza Arabe Coreografía Baladi Horacio Cifuentes Español,bronze,True,none,0,3,buy_it_now,False,new,21,9,2015,20,11
new,Almirante Brown,1710.0,True,False,1710.0,Frente Plastico Ranger 2004/2009 Simil Legitimo,bronze,True,none,0,1,buy_it_now,False,new,28,9,2015,27,11
new,General San Martín,140.0,True,False,140.0,Spiderman / Red Sonja / Marvel Comics / Panini / Nuevo,bronze,True,none,0,1,buy_it_now,False,new,24,9,2015,23,11
used,Capital Federal,200.0,True,False,200.0,Remera Militar Uss Midway - Comprada En Portaviones Usa,bronze,True,none,0,1,buy_it_now,False,used,9,9,2015,8,11
used,Capital Federal,30.0,True,False,30.0,Ceal Narrativa Alemana Actual Selección Envíos,free,True,none,0,1,buy_it_now,False,used,2,9,2015,1,11
used,Capital Federal,88.0,True,False,88.0,Jan Yager - La Amistad Hoy,bronze,True,none,0,1,buy_it_now,False,used,21,9,2015,20,11
new,Avellaneda,668.0,True,False,668.0,Pastillas De Freno Ebc Hh Para Suzuki Gsx-r 750 94-95,bronze,True,none,0,2,buy_it_now,False,new,14,9,2015,13,11
used,Quilmes,150.0,True,False,150.0,La Moda Elegante Ilustrada España Año 1900 N°4,bronze,True,none,0,1,auction,False,used,9,10,2015,16,10
used,Merlo,45.0,True,False,45.0,Jean Michel Jarre - In Concert * Cassette,bronze,True,none,0,1,buy_it_now,False,used,1,9,2015,31,10
used,Capital Federal,370000.0,True,False,370000.0,Compactadora Molino Y Granulador,free,True,none,0,1,buy_it_now,False,used,29,9,2015,28,11
new,Capital Federal,30.0,True,False,30.0,Chips De Corteza De Conífera X 5 Lts - Decorativos -,bronze,True,none,0,1,buy_it_now,False,new,8,10,2015,7,12
used,Paraná,60.0,True,False,60.0,La Dulzura Del Bolero - Vol. 8 - Lp Vinilo 1977,bronze,True,none,0,1,buy_it_now,False,used,30,8,2015,29,10
new,Capital Federal,5865.0,True,True,5865.0,Anillo De Oro 18 Ktes Doble 1/2 Sinfin C/crisopasa  25% Off,silver,True,none,0,1,buy_it_now,True,new,12,9,2015,11,11
new,Rosario,3599.0,True,False,3599.0,Mochila P Dslr Case Logic Ksb101 Rosario,bronze,True,none,0,1,buy_it_now,False,new,2,10,2015,1,12
used,Capital Federal,160.0,True,False,160.0,Zapatos De Cuero Trenzado Hush Puppies Negros Nº 36,bronze,True,none,0,1,buy_it_now,False,used,28,8,2015,27,10
new,Capital Federal,35.0,True,False,35.0,Engranaje Reset Brother Tn 410 420 450 2130 2240 7055 2270,silver,True,none,3,7,buy_it_now,False,new,10,9,2015,9,11
new,La Matanza,79.0,True,False,79.0,Sófocles Tragedias Antígonas Electra Edipo Rey Nuevo,bronze,True,none,2,1,buy_it_now,False,new,15,10,2015,14,12
used,Capital Federal,7500.0,True,False,7500.0,Aire Acondicionado 4500. Frio Calor Longvie,silver,True,none,0,1,buy_it_now,False,used,8,10,2015,8,12
used,,2500.0,True,False,2500.0,"Televisor 29 Pulgadas, Marca Admiral Triniton Cmesa",bronze,True,none,0,1,buy_it_now,False,used,5,10,2015,4,12
used,Capital Federal,150.0,True,False,150.0,Hendijas  Poesia  Beatriz Alvarez,bronze,True,none,0,1,buy_it_now,False,used,4,9,2015,3,11
new,,4000.0,True,False,4000.0,Butacon Tandem Mod  Bari Base Cromada,bronze,True,none,0,10,buy_it_now,False,new,21,9,2015,20,11
new,Córdoba,220.0,True,False,220.0,Riley 1650 Di Tella Insignia Trasera Metal Cromo Nueva Orig.,bronze,True,none,0,1,buy_it_now,False,new,16,8,2015,15,10
new,Capital Federal,210.0,True,False,210.0,Conj Coramina Art 845 Taza Soft Alg Y Lycra 3 Pieza C/raso,silver,True,none,0,2,buy_it_now,False,new,4,9,2015,3,11
new,Capital Federal,402.0,True,False,402.0,Sarmiento Guardapolvo Recto T.18. Karum_lingerie,bronze,True,none,0,5,buy_it_now,False,new,24,8,2015,23,10
new,Capital Federal,120.0,True,False,120.0,Esferas Colgantes De Vidrio Kit,silver,True,none,137,72,buy_it_now,False,new,22,8,2015,21,10
new,Capital Federal,279.89,True,False,279.89,Cargador Samsung Sbl-110 Vp-d15 / Vpd15 / D15,bronze,True,none,0,100,buy_it_now,True,new,5,10,2015,4,12
new,Capital Federal,5115.0,False,False,5115.0,Colchon Piero Montreaux 190 X 80 ( Resortes Individuales ),bronze,True,none,2,188,buy_it_now,False,new,6,9,2015,5,11
new,Rawson,60.0,True,False,60.0,Filatelia Argentina 25 (1999) Entero Postal Ushuaia,bronze,True,none,0,2,buy_it_now,False,new,21,8,2015,20,10
used,Capital Federal,425000.0,False,False,425000.0,Hermosa Casa En 2 Plantas Flores - Lote Propio Apto Edificio,gold,False,none,0,1,classified,False,used,16,9,2015,15,11
